51	[((38035348, 38048961, 0), 0), ((38048961, 38048956, 0), 2), ((38048956, 38048952, 0), 13), ((38048952, 38096643, 0), 29), ((38096643, 38024757, 0), 39), ((38024757, 38057031, 0), 50), ((38057031, 38046725, 0), 72), ((38046725, 38058901, 0), 82), ((38058901, 38078585, 0), 93), ((38078585, 38078589, 0), 102), ('GOAL', 38078589, 102)]
52	[((38024769, 38024763, 0), 0), ((38024763, 38024757, 0), 2), ((38024757, 38057031, 0), 8), ((38057031, 38046725, 0), 16), ((38046725, 38058901, 0), 23), ((38058901, 38078585, 0), 33), ((38078585, 38078589, 0), 42), ('GOAL', 38078589, 42)]
53	[((38005219, 38127601, 0), 0), ((38127601, 38005219, 0), 2), ((38005219, 38014590, 0), 6), ((38014590, 38063509, 0), 11), ((38063509, 38039366, 0), 15), ((38039366, 38048961, 0), 21), ((38048961, 38048956, 0), 36), ((38048956, 38048952, 0), 45), ((38048952, 38096643, 0), 57), ((38096643, 38024757, 0), 83), ((38024757, 38057031, 0), 96), ((38057031, 38046725, 0), 118), ((38046725, 38058901, 0), 130), ((38058901, 38078585, 0), 141), ((38078585, 38078589, 0), 150), ('GOAL', 38078589, 150)]
54	[((38048952, 37982569, 0), 0), ((37982569, 37982563, 0), 3), ((37982563, 37982560, 0), 8), ((37982560, 37982555, 0), 14), ((37982555, 37982544, 0), 20), ((37982544, 38058900, 0), 25), ((38058900, 38127679, 0), 38), ((38127679, 38107786, 0), 42), ('GOAL', 38107786, 42)]
55	[((37974742, 37974745, 0), 0), ((37974745, 38078585, 0), 5), ((38078585, 38078589, 0), 17), ('GOAL', 38078589, 17)]
56	[((37975542, 38063505, 0), 0), ((38063505, 38063509, 0), 2), ((38063509, 38039366, 0), 7), ((38039366, 38048961, 0), 11), ((38048961, 38048956, 0), 25), ((38048956, 38048952, 0), 34), ((38048952, 38096643, 0), 45), ((38096643, 38024757, 0), 64), ((38024757, 38057031, 0), 77), ((38057031, 38046725, 0), 98), ((38046725, 38058901, 0), 110), ((38058901, 38078585, 0), 121), ((38078585, 38078589, 0), 130), ('GOAL', 38078589, 130)]
57	[((38127601, 38077748, 0), 0), ((38077748, 38005217, 0), 1), ((38005217, 38014586, 0), 5), ((38014586, 38063505, 0), 12), ((38063505, 38063509, 0), 15), ((38063509, 38039366, 0), 21), ((38039366, 38048961, 0), 29), ((38048961, 38048956, 0), 44), ((38048956, 38048952, 0), 53), ((38048952, 38096643, 0), 66), ((38096643, 38024757, 0), 97), ((38024757, 38057031, 0), 111), ((38057031, 38046725, 0), 132), ((38046725, 38058901, 0), 146), ((38058901, 38078585, 0), 156), ((38078585, 38078589, 0), 166), ('GOAL', 38078589, 166)]
58	[((37982582, 38035334, 0), 0), ((38035334, 38048952, 0), 2), ((38048952, 38096643, 0), 15), ((38096643, 38024757, 0), 19), ((38024757, 38057031, 0), 27), ((38057031, 38046725, 0), 42), ((38046725, 38058901, 0), 51), ((38058901, 38078585, 0), 61), ((38078585, 38078589, 0), 70), ('GOAL', 38078589, 70)]
59	[((37982555, 38057031, 0), 0), ((38057031, 38046725, 0), 4), ((38046725, 38058901, 0), 11), ((38058901, 38078585, 0), 22), ((38078585, 38078589, 0), 31), ('GOAL', 38078589, 31)]
60	[((38048952, 38048956, 0), 0), ((38048956, 38048952, 0), 9), ((38048952, 38096643, 0), 18), ((38096643, 38024757, 0), 23), ((38024757, 38057031, 0), 32), ((38057031, 38046725, 0), 49), ((38046725, 38058901, 0), 58), ((38058901, 38078585, 0), 69), ((38078585, 38078589, 0), 78), ('GOAL', 38078589, 78)]
