36	[((56088917, 3210159390, 0), 0), ((3210159390, 56088917, 0), 3), ((56088917, 56129820, 0), 12), ((56129820, 56147942, 0), 23), ((56147942, 56128862, 0), 31), ((56128862, 56146999, 0), 40), ((56146999, 3292802482, 0), 49), ((3292802482, 56132852, 0), 60), ((56132852, 56074636, 0), 61), ((56074636, 56114153, 0), 67), ((56114153, 56114161, 0), 85), ((56114161, 56138378, 0), 94), ((56138378, 56056056, 0), 100), ('GOAL', 56056056, 100)]
37	[((56029568, 56029566, 0), 0), ((56029566, 56029568, 0), 2), ('GOAL', 56029568, 2)]
38	[((55975981, 55975985, 0), 0), ((55975985, 55975981, 0), 7), ('GOAL', 55975981, 7)]
39	[((3455766778, 56135993, 0), 0), ((56135993, 3455766778, 0), 1), ((3455766778, 765928009, 0), 7), ((765928009, 56092128, 0), 13), ((56092128, 56061630, 0), 17), ((56061630, 56061634, 0), 45), ((56061634, 56061636, 0), 55), ((56061636, 56061638, 0), 63), ((56061638, 56119727, 0), 80), ((56119727, 56056128, 0), 88), ((56056128, 56056131, 0), 92), ((56056131, 56097593, 0), 106), ((56097593, 56123860, 0), 111), ((56123860, 56093946, 0), 115), ('GOAL', 56093946, 115)]
40	[((56169646, 56169646, 1), 0), ((56169646, 56147942, 0), 13), ((56147942, 56128862, 0), 23), ((56128862, 56146999, 0), 31), ((56146999, 3292802482, 0), 41), ((3292802482, 56132852, 0), 51), ((56132852, 56074636, 0), 53), ((56074636, 56114153, 0), 59), ((56114153, 56114161, 0), 77), ((56114161, 56138378, 0), 86), ((56138378, 56056056, 0), 92), ('GOAL', 56056056, 92)]
41	[((56120171, 56100949, 0), 0), ((56100949, 56149769, 0), 14), ((56149769, 56071408, 0), 23), ((56071408, 56058036, 0), 24), ((56058036, 56058042, 0), 53), ((56058042, 56058044, 0), 60), ('GOAL', 56058044, 60)]
42	[((56030532, 56030536, 0), 0), ((56030536, 56030544, 0), 3), ((56030544, 56072633, 0), 5), ((56072633, 56072635, 0), 10), ((56072635, 56072636, 0), 25), ((56072636, 56072641, 0), 29), ((56072641, 56072643, 0), 31), ((56072643, 56072645, 0), 32), ((56072645, 7295068021, 0), 42), ((7295068021, 7295068022, 0), 52), ((7295068022, 7295068015, 0), 53), ((7295068015, 56093548, 0), 65), ((56093548, 4923908520, 0), 86), ((4923908520, 56073414, 0), 92), ((56073414, 56055131, 0), 99), ((56055131, 6616410474, 0), 105), ((6616410474, 6616410484, 0), 107), ((6616410484, 56021345, 0), 114), ((56021345, 56030280, 0), 129), ((56030280, 56060421, 0), 132), ((56060421, 7297665396, 0), 149), ((7297665396, 56097863, 0), 156), ((56097863, 7297665435, 0), 162), ((7297665435, 354739241, 0), 163), ('GOAL', 354739241, 163)]
43	[((56026589, 300787627, 0), 0), ((300787627, 56026589, 0), 2), ((56026589, 56026586, 0), 7), ((56026586, 56026584, 0), 20), ((56026584, 56026582, 0), 24), ((56026582, 56026580, 0), 30), ((56026580, 56103085, 0), 34), ((56103085, 56128278, 0), 41), ((56128278, 56130144, 0), 46), ((56130144, 56043052, 0), 50), ((56043052, 56031468, 0), 53), ((56031468, 356602156, 0), 63), ((356602156, 56072354, 0), 75), ((56072354, 56051480, 0), 81), ((56051480, 56077542, 0), 86), ('GOAL', 56077542, 86)]
44	[((56033014, 56033013, 1), 0), ((56033013, 56033014, 0), 4), ((56033014, 56033017, 0), 7), ((56033017, 56020420, 0), 17), ((56020420, 56018807, 0), 27), ((56018807, 7287418795, 0), 31), ((7287418795, 2705187493, 0), 50), ((2705187493, 56024770, 0), 53), ((56024770, 1701108322, 0), 68), ((1701108322, 56032790, 0), 94), ((56032790, 56044060, 0), 97), ((56044060, 56023919, 0), 105), ((56023919, 56162326, 0), 110), ('GOAL', 56162326, 110)]
45	[((354835343, 4885809664, 0), 0), ((4885809664, 56039897, 0), 10), ((56039897, 2705187144, 0), 11), ((2705187144, 56032817, 0), 19), ((56032817, 4885809671, 0), 20), ((4885809671, 56032808, 0), 21), ((56032808, 56032805, 0), 38), ((56032805, 56014445, 0), 44), ((56014445, 56014463, 0), 63), ((56014463, 56024770, 0), 80), ((56024770, 1701108322, 0), 102), ((1701108322, 56032790, 0), 128), ((56032790, 56044060, 0), 132), ((56044060, 56023919, 0), 141), ((56023919, 56162326, 0), 146), ('GOAL', 56162326, 146)]
